individual,plant,grain,fragment,insect,treatment,site,date,
AAA408,Medicago sativa,3,A-alfalfa,Lepidoptera sp1,a,an,Ene.11,
AAA408,Salsola kali,2,A-alfalfa,Lepidoptera sp1,a,an,Ene.11,
AAA379,Mitracarpus sp.,1,C-pastura,Bruchidius endotubercularis ,c,an,Ene.11,
AAA379,Poaceae,2,C-pastura,Bruchidius endotubercularis ,c,an,Ene.11,
AAA379,Pfaffia gnaphaloides,1,C-pastura,Bruchidius endotubercularis ,c,an,Ene.11,
AAA379,Chenopodeaceae,139,C-pastura,Bruchidius endotubercularis ,c,an,Ene.11,
AAA341,Thelesperma sp.,443,A-alfalfa,Trachypus petiolatus,a,an,Ene.11,
AAA341,Salsola kali,421,A-alfalfa,Trachypus petiolatus,a,an,Ene.11,
AAA341,Hirschfeldia incana,122,A-alfalfa,Trachypus petiolatus,a,an,Ene.11,
AAA243,Medicago sativa,983,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA243,Salsola kali,3,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA243,Hirschfeldia incana,36,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA342,Salsola kali,35,A-alfalfa,Trachypus petiolatus,a,an,Ene.11,
AAA342,Hirschfeldia incana,13,A-alfalfa,Trachypus petiolatus,a,an,Ene.11,
AAA342,Adesmia sp.,5,A-alfalfa,Trachypus petiolatus,a,an,Ene.11,
AAA342,Medicago sativa,2,A-alfalfa,Trachypus petiolatus,a,an,Ene.11,
AAA342,indeterminate,4,A-alfalfa,Trachypus petiolatus,a,an,Ene.11,
AAA342,Thelesperma sp.,988,A-alfalfa,Trachypus petiolatus,a,an,Ene.11,
AAA342,Pfaffia gnaphaloides,3,A-alfalfa,Trachypus petiolatus,a,an,Ene.11,
AAA392,Grupo Carduus-Cirsium,268,A-pastura,Augochloropsis sp. 9,a,an,Ene.11,
AAA392,Hirschfeldia incana,23,A-pastura,Augochloropsis sp. 9,a,an,Ene.11,
AAA392,Salsola kali,2,A-pastura,Augochloropsis sp. 9,a,an,Ene.11,
AAA392,Adesmia sp.,2,A-pastura,Augochloropsis sp. 9,a,an,Ene.11,
AAA392,Solanum elaeagnifolium,65,A-pastura,Augochloropsis sp. 9,a,an,Ene.11,
AAA335,Turnera sp.,4,A-alfalfa,Curculionidae sp11,a,an,Ene.11,
AAA335,Medicago sativa,2,A-alfalfa,Curculionidae sp11,a,an,Ene.11,
AAA335,Hirschfeldia incana,1,A-alfalfa,Curculionidae sp11,a,an,Ene.11,
AAA273,Hirschfeldia incana,4,A-alfalfa,Trimeria sp.,a,an,Dic.10,
AAA273,Medicago sativa,24,A-alfalfa,Trimeria sp.,a,an,Dic.10,
AAA410,Thelesperma sp.,333,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA410,Hirschfeldia incana,134,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA410,Medicago sativa,15,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA410,Pfaffia gnaphaloides,46,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA410,Salsola kali,10,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA336,Pfaffia gnaphaloides,1,A-alfalfa,Curculionidae sp11,a,an,Ene.11,
AAA336,Salsola kali,1,A-alfalfa,Curculionidae sp11,a,an,Ene.11,
AAA336,Hirschfeldia incana,2,A-alfalfa,Curculionidae sp11,a,an,Ene.11,
AAA336,Turnera sp.,207,A-alfalfa,Curculionidae sp11,a,an,Ene.11,
AAA346,Turnera sp.,7,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA346,Salsola kali,25,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA346,Hirschfeldia incana,27,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA346,Medicago sativa,2,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA346,Adesmia sp.,2,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA338,Medicago sativa,449,A-alfalfa,Exomalopsis sp1.,a,an,Ene.11,
AAA338,Salsola kali,1,A-alfalfa,Exomalopsis sp1.,a,an,Ene.11,
AAA338,Hirschfeldia incana,3,A-alfalfa,Exomalopsis sp1.,a,an,Ene.11,
AAA338,Solanum elaeagnifolium,197,A-alfalfa,Exomalopsis sp1.,a,an,Ene.11,
AAA339,Solanum elaeagnifolium,4,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA339,Pfaffia gnaphaloides,1,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA339,Salsola kali,2,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA339,Medicago sativa,56,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA339,Thelesperma sp.,2,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA339,Hirschfeldia incana,8,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA343,Thelesperma sp.,8,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA343,Pfaffia gnaphaloides,1,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA343,Salsola kali,3,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA343,Medicago sativa,16,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA343,Adesmia sp.,3,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA343,Hirschfeldia incana,18,A-alfalfa,Trimeria sp.,a,an,Ene.11,
AAA412,Medicago sativa,555,A-alfalfa,Eucerini sp4,a,an,Ene.11,
AAA412,Solanum elaeagnifolium,149,A-alfalfa,Eucerini sp4,a,an,Ene.11,
AAA412,Hirschfeldia incana,9,A-alfalfa,Eucerini sp4,a,an,Ene.11,
AAA412,Salsola kali,6,A-alfalfa,Eucerini sp4,a,an,Ene.11,
AAA412,Grupo Carduus-Cirsium,6,A-alfalfa,Eucerini sp4,a,an,Ene.11,
AAA245,Cuscuta sp.,2,A-alfalfa,Euptoieta claudia,a,an,Dic.10,
AAA245,Salsola kali,3,A-alfalfa,Euptoieta claudia,a,an,Dic.10,
AAA245,Hirschfeldia incana,37,A-alfalfa,Euptoieta claudia,a,an,Dic.10,
AAA245,Thelesperma sp.,2,A-alfalfa,Euptoieta claudia,a,an,Dic.10,
AAA245,Poaceae,1,A-alfalfa,Euptoieta claudia,a,an,Dic.10,
AAA245,Totora ,4,A-alfalfa,Euptoieta claudia,a,an,Dic.10,
AAA306,Pfaffia gnaphaloides,1,A-alfalfa,Myzinum sp2,a,an,Ene.11,
AAA306,Salsola kali,245,A-alfalfa,Myzinum sp2,a,an,Ene.11,
AAA306,Adesmia sp.,2,A-alfalfa,Myzinum sp2,a,an,Ene.11,
AAA306,Cuscuta sp.,945,A-alfalfa,Myzinum sp2,a,an,Ene.11,
AAA306,Grupo Carduus-Cirsium,1,A-alfalfa,Myzinum sp2,a,an,Ene.11,
AAA288,Condalia microphylla,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA288,Grupo Carduus-Cirsium,109,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA288,Hirschfeldia incana,1690,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA288,Medicago sativa,40,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA378,Chenopodeaceae,6,C-pastura,Bruchidius endotubercularis ,c,an,Ene.11,
AAA378,Thelesperma sp.,13,C-pastura,Bruchidius endotubercularis ,c,an,Ene.11,
AAA378,Pfaffia gnaphaloides,1,C-pastura,Bruchidius endotubercularis ,c,an,Ene.11,
AAA281,Grupo Carduus-Cirsium,64,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA281,Medicago sativa,24,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA281,Salsola kali,4,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA281,Adesmia sp.,5,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA281,Hirschfeldia incana,31,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA278,Salsola kali,2,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA278,Grupo Carduus-Cirsium,136,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA278,Hirschfeldia incana,197,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA278,Medicago sativa,65,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA283,Medicago sativa,702,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA283,Salsola kali,3,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA283,indeterminate,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA283,Hirschfeldia incana,16,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA285,Medicago sativa,674,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA285,Hirschfeldia incana,141,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA240,Medicago sativa,7,A-alfalfa,Euptoieta claudia,a,an,Dic.10,
AAA240,Poaceae,1,A-alfalfa,Euptoieta claudia,a,an,Dic.10,
AAA240,Hirschfeldia incana,15,A-alfalfa,Euptoieta claudia,a,an,Dic.10,
AAA240,Grupo Carduus-Cirsium,2,A-alfalfa,Euptoieta claudia,a,an,Dic.10,
AAA240,Pfaffia gnaphaloides,3,A-alfalfa,Euptoieta claudia,a,an,Dic.10,
AAA277,Medicago sativa,455,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA277,Grupo Carduus-Cirsium,64,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA277,Salsola kali,9,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA277,Hirschfeldia incana,29,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA294,Grupo Baccharis spp.,8,C-pastura,Bombyliidae sp6,c,an,Dic.10,
AAA276,Medicago sativa,183,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA276,Grupo Carduus-Cirsium,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA276,Hirschfeldia incana,52,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA276,Salsola kali,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA340,Thelesperma sp.,906,A-alfalfa,Andrenidae sp2,a,an,Ene.11,
AAA340,Grupo Carduus-Cirsium,1,A-alfalfa,Andrenidae sp2,a,an,Ene.11,
AAA340,Salsola kali,48,A-alfalfa,Andrenidae sp2,a,an,Ene.11,
AAA340,Pfaffia gnaphaloides,7,A-alfalfa,Andrenidae sp2,a,an,Ene.11,
AAA340,Adesmia sp.,3,A-alfalfa,Andrenidae sp2,a,an,Ene.11,
AAA340,Medicago sativa,2,A-alfalfa,Andrenidae sp2,a,an,Ene.11,
AAA286,Grupo Carduus-Cirsium,98,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA286,Hirschfeldia incana,45,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA286,Salsola kali,3,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA286,Cuscuta sp.,6,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA286,Medicago sativa,42,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA286,Sphaeralcea crispa,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA286,Poaceae,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA242,Medicago sativa,337,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA242,Hirschfeldia incana,132,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA242,Salsola kali,3,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA242,Pfaffia gnaphaloides,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA287,Grupo Carduus-Cirsium,86,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA287,Salsola kali,5,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA287,Medicago sativa,68,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA287,Hirschfeldia incana,856,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA247,Medicago sativa,975,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA247,Salsola kali,4,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA247,Hirschfeldia incana,30,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA247,Turnera sp.,2,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA241,indeterminate,3,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA241,Grupo Carduus-Cirsium,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA241,Salsola kali,6,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA241,Medicago sativa,336,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA241,Hirschfeldia incana,19,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA361,Medicago sativa,22239,A-alfalfa,Xylocopa splendidula,a,an,Ene.11,
AAA361,indeterminate,3,A-alfalfa,Xylocopa splendidula,a,an,Ene.11,
AAA409,Salsola kali,200,A-alfalfa,Psaenythia sp3,a,an,Ene.11,
AAA409,Solanum elaeagnifolium,2184,A-alfalfa,Psaenythia sp3,a,an,Ene.11,
AAA409,Medicago sativa,165,A-alfalfa,Psaenythia sp3,a,an,Ene.11,
AAA246,Medicago sativa,2349,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA246,Salsola kali,7,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA246,indeterminate,1,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA246,Hirschfeldia incana,31,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA344,Solanum elaeagnifolium,3945,A-alfalfa,Exomalopsis sp1.,a,an,Ene.11,
AAA344,Medicago sativa,384,A-alfalfa,Exomalopsis sp1.,a,an,Ene.11,
AAA344,Salsola kali,3,A-alfalfa,Exomalopsis sp1.,a,an,Ene.11,
AAA344,Thelesperma sp.,7,A-alfalfa,Exomalopsis sp1.,a,an,Ene.11,
AAA344,Hirschfeldia incana,6,A-alfalfa,Exomalopsis sp1.,a,an,Ene.11,
AAA280,Medicago sativa,33,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA280,Cuscuta sp.,5,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA280,Hirschfeldia incana,2470,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA280,Grupo Carduus-Cirsium,118,A-alfalfa,Apis mellifera,a,an,Dic.10,
AAA411,Solanum elaeagnifolium,1569,A-alfalfa,Eucerini sp4,a,an,Ene.11,
AAA411,Medicago sativa,318,A-alfalfa,Eucerini sp4,a,an,Ene.11,
AAA411,Salsola kali,2,A-alfalfa,Eucerini sp4,a,an,Ene.11,
AAA414,Hirschfeldia incana,3,A-alfalfa,Psaenythia sp3,a,an,Ene.11,
AAA414,Turnera sp.,1,A-alfalfa,Psaenythia sp3,a,an,Ene.11,
AAA414,Grupo Carduus-Cirsium,4,A-alfalfa,Psaenythia sp3,a,an,Ene.11,
AAA414,Solanum elaeagnifolium,844,A-alfalfa,Psaenythia sp3,a,an,Ene.11,
AAA414,Thelesperma sp.,1,A-alfalfa,Psaenythia sp3,a,an,Ene.11,
AAA414,Salsola kali,116,A-alfalfa,Psaenythia sp3,a,an,Ene.11,
AAA414,Pfaffia gnaphaloides,1,A-alfalfa,Psaenythia sp3,a,an,Ene.11,
AAA414,Physalis sp.,564,A-alfalfa,Psaenythia sp3,a,an,Ene.11,
AAA503,Salsola kali,581,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA503,Thelesperma sp.,5,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA503,Grupo Baccharis spp.,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA503,Adesmia sp.,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA503,Vicia sp.,1,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA504,Grupo Baccharis spp.,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA504,indeterminate,5,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA504,Poaceae,1,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA504,Grupo Carduus-Cirsium,3,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA504,Medicago sativa,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA504,Cuscuta sp.,1,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA504,Salsola kali,455,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA581,Grupo Baccharis spp.,1378,C-pastura,Colletes bicolor,c,an,Feb.11,
AAA581,verbenaceae,4,C-pastura,Colletes bicolor,c,an,Feb.11,
AAA581,Grupo Carduus-Cirsium,1,C-pastura,Colletes bicolor,c,an,Feb.11,
AAA581,Medicago sativa,3,C-pastura,Colletes bicolor,c,an,Feb.11,
AAA581,Chenopodeaceae,29,C-pastura,Colletes bicolor,c,an,Feb.11,
AAA520,Grupo Baccharis spp.,135,C-pastura,Bombyliidae sp8,c,an,Feb.11,
AAA502,Salsola kali,71,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA502,Hirschfeldia incana,3,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA502,Grupo Baccharis spp.,4,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA502,Grupo Carduus-Cirsium,1,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA502,Medicago sativa,50,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA579,Salsola kali,7,C-pastura,Pseudodoros clavatus,c,an,Feb.11,
AAA579,Hirschfeldia incana,2,C-pastura,Pseudodoros clavatus,c,an,Feb.11,
AAA579,indeterminate,1,C-pastura,Pseudodoros clavatus,c,an,Feb.11,
AAA579,Grupo Baccharis spp.,124,C-pastura,Pseudodoros clavatus,c,an,Feb.11,
AAA539,Hirschfeldia incana,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA539,Salsola kali,6,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA539,Medicago sativa,920,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA552,Salsola kali,84,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA552,Hirschfeldia incana,6,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA552,Grupo Baccharis spp.,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA552,indeterminate,1,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA552,Medicago sativa,143,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA551,Medicago sativa,1758,A-alfalfa,Eucerini sp5,a,an,Feb.11,
AAA551,Salsola kali,22,A-alfalfa,Eucerini sp5,a,an,Feb.11,
AAA551,Grupo Baccharis spp.,1,A-alfalfa,Eucerini sp5,a,an,Feb.11,
AAA551,Grupo Carduus-Cirsium,1,A-alfalfa,Eucerini sp5,a,an,Feb.11,
AAA551,Hirschfeldia incana,63,A-alfalfa,Eucerini sp5,a,an,Feb.11,
AAA501,Hirschfeldia incana,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA501,Salsola kali,58,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA501,Adesmia sp.,1,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA501,Grupo Baccharis spp.,4,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA501,Medicago sativa,31,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA541,Salsola kali,43,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA541,Hirschfeldia incana,8,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA541,Grupo Carduus-Cirsium,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA541,Medicago sativa,575,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA554,Salsola kali,19,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA554,indeterminate,4,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA554,Hirschfeldia incana,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA554,Medicago sativa,255,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA611,Conyza sp.,51,A-pastura,Bombyliidae sp5,a,an,Mar.11,
AAA611,Mitracarpus sp.,8,A-pastura,Bombyliidae sp5,a,an,Mar.11,
AAA611,Asteraceae,1,A-pastura,Bombyliidae sp5,a,an,Mar.11,
AAA611,Clematis denticulata,1,A-pastura,Bombyliidae sp5,a,an,Mar.11,
AAA540,Salsola kali,159,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA540,Grupo Baccharis spp.,5,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA540,Grupo Carduus-Cirsium,1,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA540,Hirschfeldia incana,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA540,Adesmia sp.,5,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA540,Medicago sativa,368,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA557,Hirschfeldia incana,3,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA557,Salsola kali,738,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA557,Medicago sativa,35,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA557,indeterminate,5,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA544,Hirschfeldia incana,7,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA544,Grupo Carduus-Cirsium,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA544,Salsola kali,1879,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA544,Medicago sativa,24,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA553,Hirschfeldia incana,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA553,Medicago sativa,380,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA553,Thelesperma sp.,3,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA553,Salsola kali,99,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA490,Grupo Carduus-Cirsium,5,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA490,Medicago sativa,255,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA490,Hirschfeldia incana,5,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA490,Salsola kali,32,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA517,Condalia microphylla,1,C-pastura,Villa sp1,c,an,Feb.11,
AAA517,indeterminate,1,C-pastura,Villa sp1,c,an,Feb.11,
AAA517,Grupo Baccharis spp.,495,C-pastura,Villa sp1,c,an,Feb.11,
AAA517,Chenopodeaceae,5,C-pastura,Villa sp1,c,an,Feb.11,
AAA517,Hirschfeldia incana,1,C-pastura,Villa sp1,c,an,Feb.11,
AAA496,Hirschfeldia incana,5,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA496,Medicago sativa,7,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA496,Salsola kali,1407,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA496,Grupo Carduus-Cirsium,9,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA496,indeterminate,4,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA496,Grupo Baccharis spp.,1,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA486,Hirschfeldia incana,1,A-pastura,Ligaeidae sp1,a,an,Feb.11,
AAA486,Conyza sp.,3,A-pastura,Ligaeidae sp1,a,an,Feb.11,
AAA580,Chenopodeaceae,2,C-pastura,Pachyminixi sp3,c,an,Feb.11,
AAA580,Grupo Baccharis spp.,136,C-pastura,Pachyminixi sp3,c,an,Feb.11,
AAA580,indeterminate,1,C-pastura,Pachyminixi sp3,c,an,Feb.11,
AAA485,Grupo Carduus-Cirsium,2,A-pastura,Cerceris sp14,a,an,Feb.11,
AAA485,Conyza sp.,442,A-pastura,Cerceris sp14,a,an,Feb.11,
AAA485,Chenopodeaceae,1,A-pastura,Cerceris sp14,a,an,Feb.11,
AAA494,Medicago sativa,113,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA494,Grupo Carduus-Cirsium,5,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA494,Nierembergia aristata,4,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA494,Conyza sp.,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA494,Salsola kali,1447,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA494,Hirschfeldia incana,1,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA494,Pfaffia gnaphaloides,1,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA494,Cuscuta sp.,4,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA489,Medicago sativa,94,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA489,Hirschfeldia incana,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA489,Grupo Carduus-Cirsium,8,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA489,Salsola kali,46,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA549,Salsola kali,298,A-alfalfa,Psaenythia sp3,a,an,Feb.11,
AAA549,Physalis sp.,72,A-alfalfa,Psaenythia sp3,a,an,Feb.11,
AAA549,Hirschfeldia incana,2,A-alfalfa,Psaenythia sp3,a,an,Feb.11,
AAA549,Adesmia sp.,13,A-alfalfa,Psaenythia sp3,a,an,Feb.11,
AAA549,indeterminate,1,A-alfalfa,Psaenythia sp3,a,an,Feb.11,
AAA549,Thelesperma sp.,59,A-alfalfa,Psaenythia sp3,a,an,Feb.11,
AAA491,Medicago sativa,1,A-alfalfa,Hylephila phyleus,a,an,Feb.11,
AAA491,Salsola kali,1,A-alfalfa,Hylephila phyleus,a,an,Feb.11,
AAA492,Adesmia sp.,1,A-alfalfa,Myzinum sp6,a,an,Feb.11,
AAA492,Grupo Carduus-Cirsium,4,A-alfalfa,Myzinum sp6,a,an,Feb.11,
AAA492,Salsola kali,486,A-alfalfa,Myzinum sp6,a,an,Feb.11,
AAA492,Grupo Baccharis spp.,1,A-alfalfa,Myzinum sp6,a,an,Feb.11,
AAA492,Cuscuta sp.,1,A-alfalfa,Myzinum sp6,a,an,Feb.11,
AAA493,Grupo Carduus-Cirsium,1,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA493,Hirschfeldia incana,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA493,Cuscuta sp.,3,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA493,Medicago sativa,6,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA493,Salsola kali,2187,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA555,Conyza sp.,502,A-alfalfa,Cerceris sp13,a,an,Feb.11,
AAA555,Salsola kali,25,A-alfalfa,Cerceris sp13,a,an,Feb.11,
AAA555,Medicago sativa,3,A-alfalfa,Cerceris sp13,a,an,Feb.11,
AAA483,Grupo Carduus-Cirsium,1196,A-pastura,Megachile (Acentron) sp3,a,an,Feb.11,
AAA483,Hirschfeldia incana,209,A-pastura,Megachile (Acentron) sp3,a,an,Feb.11,
AAA483,Salsola kali,3,A-pastura,Megachile (Acentron) sp3,a,an,Feb.11,
AAA483,Grupo Baccharis spp.,12,A-pastura,Megachile (Acentron) sp3,a,an,Feb.11,
AAA548,Conyza sp.,403,A-alfalfa,Melissodes rufithorax,a,an,Feb.11,
AAA548,Grupo Carduus-Cirsium,20,A-alfalfa,Melissodes rufithorax,a,an,Feb.11,
AAA548,Hirschfeldia incana,50,A-alfalfa,Melissodes rufithorax,a,an,Feb.11,
AAA548,Pfaffia gnaphaloides,95,A-alfalfa,Melissodes rufithorax,a,an,Feb.11,
AAA548,Physalis sp.,133,A-alfalfa,Melissodes rufithorax,a,an,Feb.11,
AAA548,Salsola kali,61,A-alfalfa,Melissodes rufithorax,a,an,Feb.11,
AAA548,Medicago sativa,26,A-alfalfa,Melissodes rufithorax,a,an,Feb.11,
